market_cap_usd,price_usd,last_updated,name,24h_volume_usd,percent_change_7d,symbol,max_supply,rank,percent_change_1h,total_supply,price_btc,available_supply,percent_change_24h,id
9492163.0,0.0010751279,1539233450,Moneytoken,7233.4499386,-8.13,IMT,,352,-0.29,19310705310.0,0.00000017,8828868790.0,-7.55,moneytoken
9425914.0,0.049406323,1539233441,NKN,500151.865125,-10.4,NKN,1000000000.0,353,0.52,700000000.0,0.00000787,190783548.0,-5.47,nkn
9425403.0,4.2756340936,1539233464,Novacoin,8576.17298275,23.21,NVC,,354,0.09,2204446.0,0.00068056,2204446.0,-6.37,novacoin
9414641.0,0.0180893462,1539233437,Everus,816.543335325,-40.75,EVR,,355,-0.46,1000000000.0,0.00000288,520452238.0,-11.86,everus
9328129.0,0.2006147257,1539233440,Delphy,1381988.52675,-7.81,DPY,,356,-0.67,100000000.0,0.00003195,46497728.0,-2.35,delphy
9266725.0,0.030177252,1539233434,Internet Node Token,1026378.41196,-1.25,INT,,357,-0.64,1000000000.0,0.00000481,307076503.0,-5.12,internet-node-token
9181808.0,0.0330349773,1539233444,OriginTrail,23841.7597058,-9.79,TRAC,,358,-0.56,500000000.0,0.00000526,277941996.0,-9.61,origintrail
9178527.0,0.0049646916,1539233439,Universa,367643.676528,10.53,UTNP,,359,-0.2,4997891952.0,0.00000079,1848760649.0,6.51,universa
9149635.0,0.0590299006,1539233443,Presearch,33826.8961593,-27.14,PRE,1000000000.0,360,0.96,170000000.0,0.00000940,155000000.0,0.41,presearch
9127639.0,0.1497758934,1539233425,PRIZM,7020.59927051,-43.13,PZM,6000000000.0,361,-0.04,60941977.0,0.00002385,60941977.0,-12.22,prizm
8967957.0,0.017033862,1539233432,Etherparty,1061881.284,-6.37,FUEL,,362,1.5,1000000000.0,0.00000271,526478202.0,0.11,etherparty
8931245.0,0.0218251035,1539233443,Ternio,8621.10976526,2.53,TERN,,363,0.19,999924400.0,0.00000348,409218896.0,-9.03,ternio
8922443.0,0.1058383856,1539233438,ATN,427355.403768,-0.62,ATN,,364,-0.28,210000000.0,0.00001685,84302524.0,-7.45,atn
8920357.0,0.0240555037,1539233441,DAEX,892192.405283,-15.26,DAX,,365,-2.41,2000000000.0,0.00000383,370823972.0,-3.08,daex
8896388.0,0.3868970402,1539233426,Pascal Coin,15597.584871,-24.39,PASC,,366,0.55,22994200.0,0.00006161,22994200.0,-9.79,pascal-coin
8852523.0,0.0024320181,1539233441,SwftCoin,1512496.30231,-10.09,SWFTC,,367,-0.72,10000000000.0,0.00000039,3639990384.0,-7.21,swftcoin
8816502.0,0.0632868329,1539233442,Aurora DAO,12608.9798757,-12.52,AURA,,368,1.75,1000000000.0,0.00001008,139310214.0,-3.91,aurora-dao
8814760.0,0.0411284818,1539233464,Feathercoin,29965.1507957,-3.09,FTC,336000000.0,369,7.35,214322520.0,0.00000655,214322520.0,1.24,feathercoin
8755079.0,0.0615102131,1539233445,SCRL,41654.3723958,-13.26,SCRL,,370,-0.34,1000000000.0,0.00000979,142335366.0,-9.19,scroll
8655476.0,0.0618248267,1539233441,Mothership,33843.6596729,-0.89,MSP,,371,0.54,200000000.0,0.00000985,140000000.0,-14.88,mothership
8553383.0,0.6930571424,1539233436,Bulwark,15394.3885226,-12.0,BWK,27000000.0,372,-1.21,12660580.0,0.00011036,12341526.0,-5.05,bulwark
8549265.0,0.5181372713,1539233434,Everex,4543603.72239,18.23,EVX,,373,-2.91,25000000.0,0.00008251,16500000.0,7.63,everex
8546930.0,0.0017562987,1539233445,Mass Vehicle Ledger,8641.2315697,-7.47,MVL,,374,-0.45,30000000000.0,0.00000028,4866444628.0,-11.79,mass-vehicle-ledger
8522312.0,0.019364836,1539233441,Apex,18528.0570564,5.14,CPX,,375,-1.12,676989090.0,0.00000308,440092140.0,-7.08,apex
8520564.0,0.026217119,1539233425,Cofound.it,528.019732887,-7.69,CFI,,376,-0.21,500000000.0,0.00000417,325000000.0,-8.4,cofound-it
8514357.0,3.7053528887,1539233432,Lunyr,1077468.26889,10.04,LUN,,377,-1.04,2703356.0,0.00059005,2297853.0,-3.96,lunyr
8494875.0,0.0325897698,1539233444,Docademic,306829.90358,-34.01,MTC,,378,-2.24,850000000.0,0.00000519,260660792.0,-6.63,docademic
8481809.0,0.0436951766,1539233430,LBRY Credits,46608.8758528,-11.62,LBC,1083202000.0,379,-0.5,569013160.0,0.00000696,194113156.0,-4.81,library-credit
8472073.0,2.4330042424,1539233442,GINcoin,58777.702587,-6.45,GIN,,380,-1.71,3487335.0,0.00038743,3482145.0,-5.04,gincoin
8460978.0,0.0289916136,1539233435,YOYOW,1054337.69808,-1.86,YOYOW,1000000000.0,381,-0.48,300000000.0,0.00000462,291842245.0,-11.54,yoyow
8268240.0,0.070318166,1539233451,Ecoreal Estate,11839.4935478,-3.1,ECOREAL,,382,-1.07,1000000000.0,0.00001120,117583268.0,-7.74,ecoreal-estate
8209003.0,1.5446851114,1539233442,Bitcoin Green,24124.3603669,-9.0,BITG,21000000.0,383,-2.76,5314353.0,0.00024598,5314353.0,-0.89,bitcoin-green
8116638.0,0.0157607151,1539233436,SpaceChain,46925.6627177,5.03,SPC,,384,-7.01,1000000000.0,0.00000251,514991707.0,-5.27,spacechain
8102605.0,3.2639537572,1539233445,Qubitica,1109.01861325,-5.09,QBIT,,385,-0.3,10000000.0,0.00051976,2482451.0,-9.03,qubitica
8057848.0,0.0130920521,1539233443,ContentBox,430619.168612,-6.07,BOX,,386,-1.28,3000000000.0,0.00000208,615476313.0,-9.01,contentbox
8052857.0,0.0072163516,1539233448,MktCoin,21042.0759268,-18.14,MLM,,387,-0.47,2228517530.0,0.00000115,1115918020.0,-3.85,mktcoin
8030637.0,0.0839772211,1539233438,BitTube,62417.2944817,6.42,TUBE,,388,-1.01,97408757.0,0.00001337,95628757.0,-3.23,bit-tube
7878899.0,0.0927292805,1539233437,Oyster,243200.944263,35.88,PRL,,389,1.87,98592692.0,0.00001477,84966676.0,-0.86,oyster
7857460.0,0.0130957668,1539233434,adToken,6967069.96824,-3.62,ADT,1000000000.0,390,-1.44,1000000000.0,0.00000209,600000000.0,-7.04,adtoken
7812138.0,0.0182577166,1539233442,Dock,1537992.86758,-0.65,DOCK,,391,0.44,1000000000.0,0.00000291,427881422.0,-5.92,dock
7795659.0,0.1948914716,1539233441,0chain,196976.252615,24.36,ZCN,,392,2.63,400000000.0,0.00003103,40000000.0,-2.06,0chain
7776711.0,0.151574815,1539233432,DECENT,268856.093325,-13.79,DCT,,393,0.28,73197775.0,0.00002414,51306089.0,-13.19,decent
7740153.0,0.0003632694,1539233446,Blue Whale Token,443066.932566,-18.15,BWX,,394,-1.8,64320000000.0,0.00000006,21306923231.0,-21.3,blue-whale-token
7714376.0,0.5946948499,1539233434,Bismuth,52246.2267107,29.68,BIS,109999978.0,395,-0.09,13665827.0,0.00009470,12971990.0,9.25,bismuth
7680933.0,1.9349558993,1539233430,Polybius,3542.12791799,3.57,PLBT,,396,-0.8,3969565.0,0.00030812,3969565.0,0.73,polybius
7639178.0,0.076391777,1539233432,Mercury,2683612.98039,9.01,MER,,397,1.57,100000000.0,0.00001216,100000000.0,-3.25,mercury
7631331.0,0.0642310474,1539233427,COSS,119991.247738,-0.37,COSS,200000000.0,398,-0.57,200000000.0,0.00001023,118810622.0,-6.19,coss
7591023.0,0.0028989789,1539233420,Bean Cash,164750.083079,-13.86,BITB,50000000000.0,399,-5.29,2618516000.0,0.00000046,2618516000.0,-9.1,bean-cash
7563005.0,0.0922589344,1539233432,Rialto,1202.50642803,-8.33,XRL,,400,-0.28,100000000.0,0.00001469,81975859.0,-11.69,rialto
7557811.0,0.0879031174,1539233428,Agrello,10757858.3155,27.0,DLT,,401,-0.88,130271020.0,0.00001400,85978873.0,32.71,agrello-delta
7528752.0,0.0427204105,1539233435,Viberate,3430682.12896,1.93,VIB,,402,-1.03,200000000.0,0.00000680,176233131.0,-3.5,viberate
7472622.0,0.5982647397,1539233429,Shift,161687.396074,-5.87,SHIFT,,403,2.1,12490494.0,0.00009527,12490494.0,-0.85,shift
7453855.0,0.3076590126,1539233428,TokenCard,22685.3847253,-18.83,TKN,,404,-0.61,39406760.0,0.00004899,24227651.0,-16.23,tokencard
7439909.0,0.0223621777,1539233452,Eden,402393.314631,-3.65,EDN,,405,-0.08,1000000000.0,0.00000356,332700552.0,-6.0,eden
7438974.0,0.0029755896,1539233453,Ifoods Chain,4619.33435953,,IFOOD,,406,-0.22,10000000000.0,0.00000047,2499999990.0,-8.08,ifoods-chain
7438735.0,0.5027798943,1539233436,Phore,272047.419204,-3.26,PHR,,407,-0.44,14795213.0,0.00008006,14795213.0,-4.0,phore
7380172.0,0.00038117,1539233442,NANJCOIN,7802.72799252,-1.88,NANJ,,408,-5.98,30000000000.0,0.00000006,19361889557.0,-6.0,nanjcoin
7359842.0,0.0160071947,1539233439,Fortuna,606821.041197,15.78,FOTA,,409,-1.33,1000000000.0,0.00000255,459783398.0,-5.26,fortuna
7332544.0,0.4631628885,1539233427,Aeon,8074.23864325,-20.02,AEON,,410,-1.57,15831459.0,0.00007375,15831459.0,-5.7,aeon
7325872.0,0.3582072537,1539233422,Crown,84221.4610049,-11.87,CRW,42000000.0,411,-0.54,20451489.0,0.00005704,20451489.0,-7.62,crown
7324550.0,0.0267537486,1539233452,SIX,34894.0078597,-9.39,SIX,,412,-3.75,999999970.0,0.00000426,273776596.0,-7.55,six
7314399.0,2.7960192056,1539233428,Counterparty,19746.0558629,-10.04,XCP,,413,-2.7,2616005.0,0.00044524,2616005.0,-3.69,counterparty
7288411.0,0.3089646821,1539233448,OptiToken,17514.9976159,-11.92,OPTI,,414,-4.94,99908831.0,0.00004920,23589787.0,-10.04,optitoken
6892713.0,0.0064053722,1539233429,Soarcoin,9106.97607939,-26.58,SOAR,5000000000.0,415,-13.61,5000000000.0,0.00000102,1076083176.0,-24.72,soarcoin
6868011.0,0.0847512415,1539233435,LATOKEN,5012771.04494,-0.76,LA,1000000000.0,416,-0.32,400000000.0,0.00001350,81037294.0,-5.73,latoken
6820613.0,0.09112588,1539233434,BlockMason Credit Protocol,1447371.83183,1.81,BCPT,,417,-0.18,116158667.0,0.00001451,74848253.0,-2.2,blockmason
6812840.0,0.41441523,1539233438,B2BX,939857.234281,10.87,B2B,,418,-4.53,19822337.0,0.00006599,16439646.0,-5.11,b2bx
6792549.0,0.0006249303,1539233437,ColossusXT,5842.23749469,2.93,COLX,,419,-0.43,10910333266.0,0.00000010,10869291439.0,-1.25,colossusxt
6774194.0,0.0096498495,1539233437,Hydro Protocol,159759.049328,-7.56,HOT,,420,-0.32,1560000000.0,0.00000154,702000000.0,-5.89,hydro-protocol
6767069.0,0.0001280294,1539233438,HTMLCOIN,11705.3602251,-8.43,HTML,,421,-0.13,80372831250.0,0.00000002,52855586615.0,-14.16,html-coin
6765937.0,0.0164657909,1539233441,Graft,98535.2663085,71.72,GRFT,1844674407.0,422,-1.93,1131011716.0,0.00000262,410908716.0,14.97,graft
6719581.0,0.0134391627,1539233438,Zebi,722738.544197,-1.68,ZCO,1000000000.0,423,-1.05,500000000.0,0.00000214,500000000.0,-3.95,zebi
6632738.0,0.014739417,1539233438,EDUCare,279928.28348,-9.8,EKT,,424,1.16,1000000000.0,0.00000235,450000000.0,-4.97,educare
6632046.0,0.0315811726,1539233428,RevolutionVR,67567.412389,-5.61,RVR,210000000.0,425,0.14,210000000.0,0.00000503,210000000.0,-7.64,revolutionvr
6576968.0,0.0301319948,1539233432,Monetha,2339331.67478,1.12,MTH,,426,0.05,402400000.0,0.00000480,218271923.0,3.29,monetha
6545671.0,0.0144575838,1539233450,Restart Energy MWAT,44306.3343154,-7.62,MWAT,500000000.0,427,-3.77,485000000.0,0.00000230,452750000.0,-8.77,restart-energy-mwat
6532915.0,0.016431186,1539233435,Dovu,143176.162358,0.67,DOV,,428,-0.26,963761390.0,0.00000262,397592438.0,-7.76,dovu
6485981.0,0.3325160875,1539233437,Propy,2327321.36683,-2.6,PRO,,429,-2.11,100000000.0,0.00005295,19505767.0,-4.86,propy
6416516.0,0.0491228541,1539233429,DecentBet,383531.282412,-25.88,DBET,,430,-0.22,188274736.0,0.00000782,130621812.0,-14.59,decent-bet
6407435.0,0.0858627002,1539233443,DADI,1076287.88814,4.72,DADI,100000000.0,431,-0.62,100000000.0,0.00001367,74624196.0,-3.55,dadi
6403735.0,0.0046026906,1539233443,DATx,212222.526692,18.51,DATX,,432,-2.18,10000000000.0,0.00000073,1391302551.0,9.7,datx
6399651.0,0.0030438533,1539233427,DIMCOIN,59639.7982499,-11.4,DIM,9000000000.0,433,0.98,8986417068.0,0.00000048,2102483276.0,1.39,dimcoin
6277243.0,0.0371607118,1539233446,Moss Coin,28532.4352042,4.37,MOC,,434,1.09,500000000.0,0.00000592,168921501.0,2.34,moss-coin
6245808.0,0.1629709453,1539233439,Olympus Labs,344173.539481,-4.53,MOT,,435,-0.4,100000000.0,0.00002595,38324672.0,-8.42,olympus-labs
6245585.0,0.0927932647,1539233441,Eximchain,189473.761893,-27.5,EXC,,436,-1.8,150000000.0,0.00001478,67306444.0,-3.67,eximchain
6236548.0,0.072892318,1539233432,FirstBlood,67805.3660324,10.49,1ST,,437,0.0,93468691.0,0.00001161,85558371.0,-3.3,firstblood
6203457.0,1.5807173065,1539233428,ZrCoin,28933.7685983,-12.55,ZRC,,438,-2.55,4988893.0,0.00025172,3924457.0,-12.11,zrcoin
6167484.0,0.243485349,1539233439,NaPoleonX,740385.963518,30.81,NPX,,439,-0.36,29800000.0,0.00003877,25330000.0,0.94,napoleonx
6154202.0,0.0045078523,1539233435,YEE,155342.193909,-16.13,YEE,,440,-0.91,10000000000.0,0.00000072,1365218125.0,-7.01,yee
6109222.0,0.0002443689,1539233470,ECC,3213.62712772,-19.08,ECC,25000000000.0,441,-5.76,25000000000.0,0.00000004,25000000000.0,-10.99,eccoin
6108146.0,0.0012544841,1539233450,Nerves,850447.679728,-6.64,NER,,442,0.47,10000000000.0,0.00000020,4869050300.0,-2.88,nerves
6086710.0,0.2777094845,1539233426,Blackmoon,340574.5859,3.39,BMC,,443,-0.62,60000000.0,0.00004422,21917544.0,-6.49,blackmoon
6071116.0,0.0111999036,1539233443,Cashaa,86148.1751525,-11.56,CAS,,444,1.99,1000000000.0,0.00000178,542068565.0,-7.66,cashaa
6053432.0,0.1821135232,1539233434,Tao,1339.33531825,-42.48,XTO,,445,-5.67,33239880.0,0.00002900,33239880.0,-7.63,tao
6053314.0,4.4861686076,1539233434,Numeraire,93923.4556739,34.42,NMR,21000000.0,446,-0.4,2349328.0,0.00071438,1349328.0,-3.35,numeraire
6007572.0,0.0246037614,1539233416,HempCoin,15244.74576,-10.62,THC,300000000.0,447,-3.19,244172892.0,0.00000392,244172892.0,-8.55,hempcoin
6002014.0,0.0148527934,1539233441,Hi Mutual Society,179436.748933,1.53,HMC,,448,-0.5,1000000000.0,0.00000237,404100000.0,-0.46,hi-mutual-society
5990205.0,0.0104028927,1539233438,SwissBorg,55584.8082851,-9.56,CHSB,,449,-0.73,1000000000.0,0.00000166,575821133.0,-5.29,swissborg
5962612.0,0.011925223,1539233444,TraDove B2BCoin,202179.646012,-11.37,BBC,,450,-1.54,1000000000.0,0.00000190,500000000.0,-0.66,b2bcoin
5781369.0,0.0812890287,1539233446,Brickblock,55269.4068991,6.54,BBK,,451,-0.43,500000000.0,0.00001294,71121148.0,-0.46,brickblock
5766719.0,0.0195793878,1539233437,HalalChain,63568.1045278,-14.12,HLC,,452,2.86,1000000000.0,0.00000312,294530075.0,-9.9,halalchain
5747797.0,0.2298268348,1539233434,OAX,1752437.26387,24.92,OAX,,453,-2.7,100000000.0,0.00003660,25009250.0,8.89,oax
5727007.0,0.0095450111,1539233443,LinkEye,1488895.66298,-15.81,LET,,454,-0.47,1000000000.0,0.00000152,600000000.0,-6.4,linkeye
5694577.0,0.0438972449,1539233430,Rise,736.467084916,-3.24,RISE,,455,-0.43,129725156.0,0.00000699,129725156.0,-13.19,rise
5694039.0,0.0006842419,1539233443,UNIVERSAL CASH,24906.8905269,4.18,UCASH,21000000000.0,456,-0.41,21000000000.0,0.00000011,8321676002.0,-2.34,ucash
5686547.0,0.0118442865,1539233450,VINchain,385082.340082,85.53,VIN,,457,-0.29,840108901.0,0.00000189,480108901.0,-1.97,vinchain
5638033.0,0.0036457738,1539233438,PolySwarm,105524.193529,-4.7,NCT,,458,-4.2,1885913076.0,0.00000058,1546457130.0,-3.75,polyswarm
5633560.0,0.0699780341,1539233438,Bankex,1199279.56185,-5.97,BKX,,459,-0.34,400000000.0,0.00001114,80504685.0,-1.12,bankex
5616335.0,0.3577904863,1539233446,ICE ROCK MINING,4488.42517874,-6.35,ROCK2,,460,-0.79,15724272.0,0.00005698,15697272.0,-5.37,ice-rock-mining
5541308.0,0.0013066531,1539233445,SPINDLE,8678.31793085,-6.66,SPD,,461,-0.01,10000000000.0,0.00000021,4240840904.0,-8.8,spindle
5492743.0,9.16373577,1539233427,Melon,45225.7410409,-11.63,MLN,,462,-1.94,749400.0,0.00145925,599400.0,-8.3,melon
5485399.0,0.0008981835,1539233438,carVertical,87674.2089196,20.6,CV,,463,-1.89,9931143978.0,0.00000014,6107214038.0,-11.86,carvertical
5479051.0,1.8429751005,1539233466,Diamond,3305.92077414,-4.59,DMD,4380000.0,464,-0.43,2972938.0,0.00029335,2972938.0,-4.12,diamond
5470276.0,0.232477332,1539233451,Ethersocial,37198.6328048,16.17,ESN,,465,27.01,61190335.0,0.00003702,23530363.0,-6.47,ethersocial
5440005.0,0.5853894938,1539233435,LockTrip,267337.044057,28.15,LOC,,466,0.04,18585933.0,0.00009322,9292966.0,-8.01,lockchain
5405869.0,0.0075692918,1539233437,QunQun,493330.839575,1.2,QUN,,467,-1.85,1500000000.0,0.00000121,714184215.0,-2.7,qunqun
5360466.0,0.267330095,1539233444,Winding Tree,16737.3341486,101.91,LIF,,468,2.19,24976439.0,0.00004257,20051862.0,4.79,winding-tree
5332616.0,0.1008610054,1539233445,Blockport,101352.043386,-1.63,BPT,,469,-0.08,69434800.0,0.00001606,52870933.0,-3.17,blockport
5327159.0,0.0374582978,1539233432,Lamden,21205.766662,-5.8,TAU,,470,0.15,288090567.0,0.00000596,142215728.0,-14.92,lamden
5312691.0,0.0059029896,1539233432,Flash,5459.94713937,-17.35,FLASH,900000000.0,471,-1.52,900000000.0,0.00000094,900000000.0,-13.07,flash
5298522.0,3515.9400125,1539233434,Russian Miner Coin,5119.14833943,-12.33,RMC,,472,-0.47,10757.0,0.55988297,1507.0,3.32,russian-mining-coin
5297188.0,0.0316683343,1539233432,DAO.Casino,3235.3768073,-17.65,BET,,473,-0.22,167270821.0,0.00000504,167270821.0,-24.08,dao-casino
5271067.0,0.0284481566,1539233426,Humaniq,105178.41412,-4.31,HMQ,920952070.0,474,-0.71,206618753.0,0.00000453,185286753.0,-4.58,humaniq
5255383.0,0.13394122,1539233451,Grid+,3074.42244006,-22.46,GRID,,475,-0.22,300000000.0,0.00002133,39236491.0,-3.57,grid
5247920.0,1.6121268089,1539233417,Clams,6104.22090012,-14.97,CLAM,,476,-0.47,16915131.0,0.00025672,3255278.0,-5.22,clams
5174217.0,0.9894654413,1539233443,Haven Protocol,1633399.09572,82.0,XHV,,477,7.47,5229306.0,0.00015756,5229306.0,-23.16,haven-protocol
5133292.0,0.3218556732,1539233432,DeepOnion,16148.5718262,-3.28,ONION,25000000.0,478,0.07,20924609.0,0.00005125,15949050.0,-4.79,deeponion
5130535.0,0.1071950005,1539233442,Bloom,37934.7108667,0.14,BLT,,479,-0.72,150000000.0,0.00001707,47861697.0,-3.04,bloomtoken
5094413.0,0.0722117703,1539233471,BlackCoin,183879.607757,-9.71,BLK,,480,-0.57,70548235.0,0.00001149,70548235.0,-6.28,blackcoin
5035680.0,0.007933522,1539233446,Constellation,119542.875133,-16.55,DAG,,481,-0.67,4000000000.0,0.00000126,634734528.0,-9.67,constellation
5011320.0,0.0071398126,1539233430,Pepe Cash,32039.2213205,-25.69,PEPECASH,,482,-0.5,701884009.0,0.00000114,701884009.0,-13.53,pepe-cash
4913029.0,0.0030614703,1539233442,Consensus,11857.0428129,-7.56,SEN,,483,-0.34,1650000000.0,0.00000049,1604793924.0,-4.1,consensus
4912642.0,0.0242181942,1539233446,Sentinel Protocol,361445.770949,-1.18,UPP,,484,-0.36,500000000.0,0.00000386,202849240.0,-6.28,sentinel-protocol
4835428.0,0.0690775433,1539233446,BitDice,3797.06695876,3.49,CSNO,,485,-0.47,100000000.0,0.00001100,70000000.0,-12.39,bitdice
4832220.0,0.0096644391,1539233443,SureRemit,2505.59177182,-10.11,RMT,,486,0.19,1000000000.0,0.00000154,500000000.0,-9.68,sureremit
4825834.0,0.0000089517,1539233469,Dimecoin,2640.59459398,-9.23,DIME,,487,2.36,539096740560,0.000000001,539096740560,-10.71,dimecoin
4789743.0,0.0040833482,1539233446,ZPER,296094.475965,-25.5,ZPR,,488,-3.73,2050000000.0,0.00000065,1172993991.0,-19.7,zper
4769296.0,0.0158501226,1539233441,Ivy,20597.7214035,-13.71,IVY,,489,-0.75,1610924200.0,0.00000252,300899658.0,-4.9,ivy
4761273.0,0.009573744,1539233444,TE-FOOD,42107.0357837,3.0,TFD,1000000000.0,490,-2.37,567917833.0,0.00000152,497326175.0,-10.95,te-food
4742743.0,0.0271528539,1539233420,Pura,3676.76171501,-26.13,PURA,350000000.0,491,-0.25,181450796.0,0.00000432,174668302.0,-6.52,pura
4740992.0,0.0517144891,1539233432,Elastic,9231.07513123,-2.93,XEL,,492,3.82,100000000.0,0.00000824,91676277.0,-0.95,elastic
4732341.0,0.0012416505,1539233441,XinFin Network,466598.200782,-5.09,XDCE,,493,-0.25,15000000000.0,0.00000020,3811330883.0,-8.96,xinfin-network
4719622.0,0.0004386692,1539233439,Vipstar Coin,4954.37939021,0.47,VIPS,,494,6.99,61131988694.0,0.00000007,10758953587.0,19.0,vipstar-coin
4716002.0,0.2581412752,1539233434,Bitcoin Atom,14694.9398652,-10.88,BCA,21000000.0,495,-0.39,21000000.0,0.00004111,18269075.0,-11.44,bitcoin-atom
4709778.0,0.0213274642,1539233470,PotCoin,20307.6646777,-15.48,POT,420000000.0,496,-2.21,220831585.0,0.00000339,220831585.0,-6.31,potcoin
4666452.0,0.0049748923,1539233435,Datum,225690.990664,-8.61,DAT,,497,-1.74,2653841598.0,0.00000079,938000542.0,-9.08,datum
4657011.0,0.0028906432,1539233469,Myriad,12718.15085,-2.45,XMY,,498,-0.42,1611063750.0,0.00000046,1611063750.0,-4.57,myriad
4646998.0,0.8605218132,1539233439,Hacken,23284.2402354,23.3,HKN,,499,0.53,5600000.0,0.00013703,5400209.0,4.45,hacken
4635911.0,0.0013173877,1539233449,EBCoin,50970.0719568,-22.0,EBC,,500,4.04,10295055166.0,0.00000021,3519018066.0,-0.53,ebcoin
4610273.0,0.0901775929,1539233448,MassGrid,5489.8889555,-5.05,MGD,,501,2.79,131243505.0,0.00001436,51124377.0,10.42,massgrid
4602628.0,0.0325337575,1539233437,Unikoin Gold,42412.2616737,-3.38,UKG,,502,-0.49,1000000000.0,0.00000518,141472371.0,-6.59,unikoin-gold
4593996.0,0.0005121511,1539233449,WABnetwork,4173.09304801,-10.97,WAB,,503,-0.43,25000000000.0,0.00000008,8969999990.0,-13.57,wabnetwork
4559897.0,0.0092891665,1539233448,TRAXIA,429406.924765,0.85,TMT,,504,-1.0,1000000000.0,0.00000148,490883333.0,-12.98,traxia
4527515.0,0.1130359799,1539233451,LocalCoinSwap,304948.911031,-1.0,LCS,,505,-0.47,72732420.0,0.00001800,40053747.0,-5.43,local-coin-swap
4521862.0,0.8594463016,1539233442,Dero,86372.712456,55.14,DERO,,506,-0.76,18400000.0,0.00013686,5261367.0,-2.95,dero
4503104.0,0.0015800365,1539233443,FansTime,49089.173075,-11.18,FTI,,507,-1.3,10000000000.0,0.00000025,2850000000.0,-6.14,fanstime
4491719.0,0.0061196913,1539233445,Skrumble Network,741873.321972,-6.58,SKM,,508,-1.42,1500000000.0,0.00000097,733978096.0,-10.45,skrumble-network
4489624.0,0.0320896587,1539233421,MonetaryUnit,36032.1281953,13.81,MUE,4000000000.0,509,-1.59,139908760.0,0.00000511,139908760.0,-9.4,monetaryunit
4463649.0,0.1390303207,1539233430,Triggers,2015248.53419,-45.53,TRIG,,510,-3.43,32105578.0,0.00002214,32105578.0,-14.66,triggers
4439358.0,0.0087096238,1539233444,Atonomi,305047.052704,-8.18,ATMI,,511,1.39,1000000000.0,0.00000139,509707247.0,-8.32,atonomi
4433556.0,0.260736327,1539233421,I/O Coin,1528.26101758,-8.86,IOC,,512,-0.47,17003983.0,0.00004152,17003983.0,-4.42,iocoin
4432351.0,0.0142979095,1539233446,TrustNote,2046744.06099,-0.56,TTT,,513,-0.2,500000000.0,0.00000228,309999945.0,-11.05,trustnote
4429454.0,0.1476484678,1539233428,OracleChain,20842.73705,-9.56,OCT,,514,-1.35,200000000.0,0.00002351,30000000.0,-9.99,oraclechain
4413555.0,0.0271101833,1539233444,Airbloc,520153.558735,-16.23,ABL,,515,-1.02,400000000.0,0.00000432,162800620.0,-12.03,airbloc
4408298.0,0.2120876606,1539233429,Spectrecoin,2426.84565096,-12.78,XSPEC,,516,-0.13,20785264.0,0.00003377,20785264.0,-3.34,spectrecoin
4393441.0,0.167994217,1539233471,Rubycoin,4938.14058518,-4.88,RBY,,517,-0.35,26152334.0,0.00002674,26152334.0,-3.32,rubycoin
4375249.0,3500.19891175,1539233425,Primalbase Token,4747.61525527,,PBT,1250.0,518,-0.47,1250.0,0.55737634,1250.0,6.55,primalbase
4372925.0,0.0016879478,1539233446,Ubex,457246.713548,-24.47,UBEX,,519,0.48,4000000000.0,0.00000027,2590675259.0,-9.25,ubex
4364987.0,0.0433341566,1539233427,Synereo,121522.108323,-14.39,AMP,,520,-1.65,622410799.0,0.00000690,100728564.0,-6.31,synereo
4333159.0,0.0000175424,1539233430,Experience Points,52885.2224922,0.89,XP,,521,-2.62,282623849610,0.000000003,247011284699,-16.25,experience-points
4325171.0,0.0002415152,1539233443,Banca,152331.675001,-13.93,BANCA,,522,-0.17,20000000000.0,0.00000004,17908481684.0,-8.5,banca
4319713.0,0.0007321799,1539233441,U Network,482559.644109,16.91,UUU,,523,-2.39,10000000000.0,0.00000012,5899797145.0,-4.86,u-network
4319305.0,0.0051426582,1539233444,Formosa Financial,182284.551598,-15.08,FMF,,524,-0.99,2000000000.0,0.00000082,839897364.0,-14.14,formosa-financial
4315169.0,0.0097334643,1539233439,AI Doctor,533097.728389,0.0,AIDOC,,525,-0.45,777777777.0,0.00000155,443333332.0,-3.67,aidoc
4275050.0,0.0819406774,1539233432,Stox,164678.605738,-14.01,STX,,526,-0.66,57163384.0,0.00001305,52172497.0,-6.9,stox
4275002.0,0.5247976869,1539233434,TaaS,1755.16624674,19.72,TAAS,,527,5.71,8146001.0,0.00008357,8146001.0,-5.2,taas
4271455.0,0.3644181664,1539233443,DeviantCoin,23857.6699601,-15.41,DEV,88000000.0,528,0.19,13801063.0,0.00005803,11721301.0,-6.68,deviantcoin
4265084.0,1.1994659549,1539233430,Radium,49432.8485689,2.37,RADS,,529,-2.43,3555819.0,0.000191,3555819.0,0.69,radium
4256444.0,0.0085730854,1539233437,Cappasity,537378.182145,-4.58,CAPP,,530,-0.49,663271025.0,0.00000137,496489149.0,-5.37,cappasity
4246156.0,0.0074645601,1539233441,ugChain,10793.3112477,-8.5,UGC,,531,-0.36,1000000000.0,0.00000119,568842039.0,-5.31,ugchain
4233697.0,0.0057411458,1539233444,DACSEE,206277.384228,-12.55,DACS,,532,-1.05,3000000000.0,0.00000091,737430745.0,-11.57,dacsee
